Participant ID,Video file,Gloss,ASL-LEX Code
P25,857264686119676-FRACTION.mp4,FRACTION,F_02_024
P25,2854990790504992-SERVE 1.mp4,SERVE1,E_02_004
P25,7445144566990451-PEEKABOO.mp4,PEEKABOO,E_02_026
P25,39199353426158967-SINK.mp4,SINK,E_02_042
P25,19403702734843686-EACH.mp4,EACH,F_02_059
P25,8058907743333521-VIEW.mp4,VIEW,E_02_061
P25,1592632716620599-LICK 1.mp4,LICK1,E_02_021
P25,99991643961242-ENTER.mp4,ENTER,E_02_076
P25,9448442182492789-PSYCHOLOGY.mp4,PSYCHOLOGY,F_02_074
P25,5835567476573256-FLUTE.mp4,FLUTE,E_02_036
P25,8814237538008944-WORK OUT.mp4,WORKOUT,E_02_092
P25,14406878275078006-STICKY.mp4,STICKY,F_02_089
P25,37353932557668657-CHAIN.mp4,CHAIN,E_02_055
P25,805539638418231-SHARK 2.mp4,SHARK1,E_02_071
P25,6807441880991021-CHASE.mp4,CHASE,F_03_017
P25,8954620044221271-SOCCER 2.mp4,SOCCER2,F_03_032
P25,22164256713160158-FALLING ASLEEP.mp4,FALLINGASLEEP,E_03_006
P25,7809450194110517-BOXING.mp4,BOXING,F_03_050
P25,6519376771182877-TAKE CARE.mp4,TAKECARE,F_03_071
P25,40834516484711103-PEACH 2.mp4,PEACH2,K_02_087
P25,45912047707286807-ANSWER.mp4,ANSWER,E_03_065
P25,3965856721137826-DECLINE.mp4,DECLINE,F_01_001
P25,12462305481732772-DISCUSS.mp4,DISCUSS,E_03_081
P25,9848819874172932-ROBOT.mp4,ROBOT,F_01_034
P25,52883767910144-MELT.mp4,MELT,F_01_050
P25,595053417705045-EDGE.mp4,EDGE,E_03_099
P25,5468797197403967-SUCK.mp4,SUCK,F_01_012
P25,41173718406987536-ROUGH.mp4,ROUGH,F_01_028
P25,9707979892503713-PET.mp4,PET1,F_01_063
P25,5358592618520206-SIGNATURE.mp4,SIGNATURE,F_01_069
P25,9696490366248978-GRAY.mp4,GRAY,F_01_080
P25,5592587158720241-HEAVY.mp4,HEAVY,F_01_085
P25,20813480061600154-HURDLE-TRIP 2.mp4,HURDLE/TRIP2,F_02_012
P25,5246724100156828-PEAS 2.mp4,PEAS2,F_02_052
P25,2991877372735421-BEAVER.mp4,BEAVER,F_02_067
P25,2699433875314887-FAN.mp4,FAN,F_03_055
P25,0344185427926027-GARLIC.mp4,GARLIC,G_02_028
P25,5469311552462961-TRUCK 1.mp4,TRUCK1,G_03_007
P25,10683458927017297-JUICE 1.mp4,JUICE2,G_03_022
P25,9409299545723686-TOY 2.mp4,TOY2,J_01_056
P25,816562513264363-MEXICAN 2.mp4,MEXICAN2,H_03_091
P25,18119590042846156-HANDSOME 4.mp4,HANDSOME3,J_03_018
P25,7801175359780459-FRIENDS NO_MORE_1.mp4,FRIENDSNOMORE1,J_03_034
P25,24965629702989545-DIP 2.mp4,DIP2,K_01_065
P25,07633341897365775-ARM 2.mp4,ARM2,K_01_095
P25,8091776092945508-POSITIVE.mp4,POSITIVE,J_02_050
P25,9086639697589574-STETHOSCOPE 4.mp4,STETHOSCOPE3,K_02_031
P25,46171120645513297-BOOTS 2.mp4,BOOTS1,K_03_101
P25,03635819863480805-GRAPES 2.mp4,GRAPES2,K_01_010
P25,178843593428486-MAGNET 3.mp4,MAGNET1,K_01_026
P25,03298605597016868-DROWN 5.mp4,DROWN2,K_01_045
P25,6117148416950895-FILE 3.mp4,FILE1,K_01_038
P25,4282755871804498-STETHOSCOPE 3.mp4,STETHOSCOPE4,K_01_075
P25,8462259265558962-BRA 2.mp4,BRA2,K_01_090
P25,4824322441679407-CHEW 2_MOUTH.mp4,CHEW2MOUTH,K_01_100
P25,45190783624531794-ENVELOPE 3.mp4,ENVELOPE4,K_03_062
P25,6933082288931305-PET 2.mp4,PET2,K_02_085
P25,31388092228618913-SIGN LANGUAGE.mp4,SIGNLANGUAGE,D_02_031
P25,9514673998564114-ENVELOPE 2.mp4,ENVELOPE5,K_02_100
P25,5240119414964028-GUN.mp4,GUN1,D_02_046
P25,3976122451325057-LIGHT CANDLE.mp4,LIGHTCANDLE,K_02_116
P25,37339952847738234-FRENCH.mp4,FRENCH,C_02_022
P25,03576929796159822-PARACHUTE 2.mp4,PARACHUTE2,K_03_005
P25,22264227372271428-CALENDAR 2.mp4,CALENDAR2,D_02_061
P25,7081031949410925-CLOCK.mp4,CLOCK2,D_02_076
P25,16589153228006048-RUSSIA.mp4,RUSSIA,D_02_091
P25,8231927289296206-TV.mp4,TV,C_02_038
P25,803612709038886-MAGIC.mp4,MAGIC,D_03_018
P25,35601287621527544-WHAT FOR 3.mp4,WHATFOR3,C_02_054
P25,1977978416790651-LINE.mp4,LINE,C_02_069
P25,40830035879463744-CAPTION.mp4,CAPTION,C_02_086
P25,7282297473017547-ENJOY.mp4,ENJOY,D_03_033
P25,0736334414323001-WANT.mp4,WANT2,C_03_013
P25,7387725747056026-KNITTING.mp4,KNITTING2,D_03_071
P25,3453778038499138-DART.mp4,DART,C_03_029
P25,3794839118389779-SURE.mp4,SURE,C_03_044
P25,6155609143622849-EAGLE 2.mp4,EAGLE1,K_03_021
P25,7859112754848516-LOBSTER 2.mp4,LOBSTER2,K_03_039
P25,053736961760217916-CANDLE.mp4,CANDLE,C_03_060
P25,7522733686088139-CONDUCT 3.mp4,CONDUCT2,K_03_057
P25,2007596289051523-SANDWICH 3.mp4,SANDWICH3,K_03_072
P25,35602501719585966-NECKLACE 4.mp4,NECKLACE2,K_03_090
P25,4740783884340187-SWIM 2.mp4,SWIM2,K_03_106
P25,8947626512270008-BUN.mp4,BUN,K_03_121
P25,11388456997285634-TEAR.mp4,TEAR,C_02_016
P25,9298631131561348-SECRET.mp4,SECRET,C_03_076
P25,19433371551876055-HOUSE.mp4,HOUSE,D_03_086
P25,07953850215657421-DOLL.mp4,DOLL,C_02_049
P25,7784880064665289-TANKTOP.mp4,TANKTOP,E_01_009
P25,7266114378291826-HAIRCUT.mp4,HAIRCUT,C_02_081
P25,10500783843935202-ADULT.mp4,ADULT,C_03_008
P25,9974745770459719-JUGGLE.mp4,JUGGLE,D_01_037
P25,41976149229681026-ORAL.mp4,ORAL,C_03_024
P25,07878955160202072-SCAN.mp4,SCAN,C_03_039
P25,5828744081737898-HOT COMPETITION.mp4,HOTCOMPETITION,E_01_026
P25,5623747348948838-CORKSCREW.mp4,CORKSCREW2,D_01_053
P25,7118160495490449-THEY 2.mp4,THEY2,E_01_044
P25,11772663252184112-TAIL.mp4,TAIL1,D_01_083
P25,09956763470875529-EARN.mp4,EARN,C_03_055
P25,30817380431238717-BICYCLE.mp4,BICYCLE,D_02_026
P25,9160044018370417-STEAK.mp4,STEAK,D_02_041
P25,1823545177175776-THIRSTY.mp4,THIRSTY,C_03_071
P25,8733968452107546-SMOKING.mp4,SMOKING,C_03_087
P25,9320145734650076-PATIENT 3.mp4,PATIENT3,D_02_056
P25,018633496459171672-DROWN.mp4,DROWN3,D_01_017
P25,9399911792829212-PAINT.mp4,PAINT,D_01_048
P30,4081733657529256-SHARP 1.mp4,SHARP1,G_01_055
P30,09736227979529888-HOLY.mp4,HOLY,G_01_072
P30,7128895148457004-WHILE.mp4,WHILE,H_02_032
P30,6776121273918092-FINGERS CROSSED.mp4,FINGERSCROSSED,J_01_006
P30,3461477223671885-QUARTER.mp4,QUARTER,H_02_049
P30,8875455643818173-STUDY.mp4,STUDY,G_01_090
P30,4928575932244814-HONGKONG.mp4,HONGKONG,G_02_004
P30,8179661533705-COACH.mp4,COACH,H_02_083
P30,23912694815655877-DIZZY.mp4,DIZZY,H_02_102
P30,6698330234621572-ENVIRONMENT.mp4,ENVIRONMENT,J_01_022
P30,4007946803631146-CONVINCE 2.mp4,CONVINCE2,H_03_013
P30,8696615864569655-CANNON.mp4,CANNON,G_02_037
P30,888985488433474-PAIR.mp4,PAIR,H_03_031
P30,10326812042155287-BLINK.mp4,BLINK,G_02_055
P30,8710957328607705-NAVY.mp4,NAVY,H_03_049
P30,940323622655622-PHOTOGRAPHY.mp4,PHOTOGRAPHY,J_01_038
P30,47054024836505626-UNAWARE.mp4,UNAWARE,H_03_082
P30,32789525977412515-SAVE MONEY.mp4,SAVEMONEY,G_02_074
P30,05217471211748048-HEAD BACK.mp4,HEADBACK,H_03_100
P30,5370556559857285-CATCH 2.mp4,CATCH1,J_01_073
P30,23851809461536133-W.H.A.T.mp4,W.H.A.T,G_02_089
P30,23621758913828517-CALM.mp4,CALM,G_03_004
P30,6120378866870697-ICE.mp4,ICE,G_03_020
P30,785763596050906-DOWN.mp4,DOWN,G_03_055
P30,676078972469228-OPINION 1.mp4,OPINION1,J_01_108
P30,49804477124545277-BASKET 1.mp4,BASKET2,G_03_070
P30,4715492773251022-KICK.mp4,KICK2,G_03_087
P30,9010625234148719-LINGUISTICS.mp4,LINGUISTICS,H_01_004
P30,9325768218320774-STEAM.mp4,STEAM,J_01_011
P30,6718790441043563-CRASH.mp4,CRASH,J_02_017
P30,3342434457025927-ALL TOGETHER.mp4,ALLTOGETHER,J_01_044
P30,9042313665932824-BURN 1.mp4,BURN,J_02_037
P30,24806081535405355-SPECIALIST.mp4,SPECIALIST,H_01_038
P30,5499281142095924-LOAD.mp4,LOAD1,H_01_055
P30,8399262061002342-SINGLE OUT.mp4,SINGLEOUT,J_01_061
P30,3060428291194537-TICKLE.mp4,TICKLE,H_01_073
P30,9531348326014137-WASH FACE_2.mp4,WASHFACE2,J_01_078
P30,24613182964651759-VIDEOGAME.mp4,VIDEOGAME,H_01_091
P30,5669674932466096-STACK.mp4,STACK3,J_01_096
P30,8520012956955552-BASKETBALL 3.mp4,BASKETBALL2,H_02_004
P30,1072664001791559-MODEL 2.mp4,MODEL1,J_02_005
P30,6291000419634312-SAME TIME.mp4,SAMETIME,H_02_021
P30,14719694392881522-NOT A_THING.mp4,NOTATHING,J_02_088
P30,6167058901197184-OFTEN.mp4,OFTEN,J_02_106
P30,5329769403085676-HOSPITAL 2.mp4,HOSPITAL2,J_02_022
P30,860070293526346-GREAT.mp4,GREAT,J_03_016
P30,881391756204805-NOTHING AT_ALL.mp4,NOTHINGATALL,J_03_032
P30,2517203141557329-CALIFORNIA.mp4,CALIFORNIA,H_02_038
P30,49742963402541696-ADMIRE.mp4,ADMIRE,J_03_049
P30,13891288289254722-CARRY.mp4,CARRY,J_02_042
P30,011626596736912687-TWO WEEKS.mp4,TWOWEEKS,J_03_066
P30,9592329927587881-NEXT YEAR.mp4,NEXTYEAR,J_03_083
P30,9128587614224797-GOTCHA.mp4,GOTCHA,H_02_072
P30,617151783105659-ONCE.mp4,ONCE,J_02_059
P30,43563174701187446-FLIP.mp4,FLIP,H_02_088
P30,15714163397631253-AGAINST.mp4,AGAINST,H_03_003
P30,893468453383353-WITHOUT.mp4,WITHOUT,H_03_021
P30,22896711636477884-DEAL CARDS.mp4,DEALCARDS,J_02_074
P30,5702900395609996-ROLE.mp4,ROLE,H_03_036
P30,7653672386140933-GRIND.mp4,GRIND,J_02_094
P29,15430956655916384-SHARP 1.mp4,SHARP1,G_01_055
P29,921843766700116-HOLY.mp4,HOLY,G_01_072
P29,5166392114163507-WHILE.mp4,WHILE,H_02_032
P29,7617614548476774-FINGERS CROSSED.mp4,FINGERSCROSSED,J_01_006
P29,5635829846882334-QUARTER.mp4,QUARTER,H_02_049
P29,4190251970265011-STUDY.mp4,STUDY,G_01_090
P29,5422180407465513-HONGKONG.mp4,HONGKONG,G_02_004
P29,12925773070751712-COACH.mp4,COACH,H_02_083
P29,09599528096872478-DIZZY.mp4,DIZZY,H_02_102
P29,5421324922683708-ENVIRONMENT.mp4,ENVIRONMENT,J_01_022
P29,8422620141770765-CONVINCE 2.mp4,CONVINCE2,H_03_013
P29,26030479691564845-CANNON.mp4,CANNON,G_02_037
P29,05122586920202754-PAIR.mp4,PAIR,H_03_031
P29,04953514365162759-BLINK.mp4,BLINK,G_02_055
P29,7160931721807491-NAVY.mp4,NAVY,H_03_049
P29,4606461921541476-REACT.mp4,REACT,H_03_065
P29,3547194206922051-PHOTOGRAPHY.mp4,PHOTOGRAPHY,J_01_038
P29,9750790682351949-UNAWARE.mp4,UNAWARE,H_03_082
P29,9005574389027189-SAVE MONEY.mp4,SAVEMONEY,G_02_074
P29,8173681964418169-HEAD BACK.mp4,HEADBACK,H_03_100
P29,24313137361172266-CATCH 2.mp4,CATCH1,J_01_073
P29,17361965357788933-W.H.A.T.mp4,W.H.A.T,G_02_089
P29,43438541422921495-CALM.mp4,CALM,G_03_004
P29,7166600834674339-ICE.mp4,ICE,G_03_020
P29,7860299261111419-DOWN.mp4,DOWN,G_03_055
P29,6151889019224479-OPINION 1.mp4,OPINION1,J_01_108
P29,6456946490521305-BASKET 1.mp4,BASKET2,G_03_070
P29,7735450107834152-KICK.mp4,KICK2,G_03_087
P29,18997234002228014-LINGUISTICS.mp4,LINGUISTICS,H_01_004
P29,6719005829711113-STEAM.mp4,STEAM,J_01_011
P29,37994000165312825-CRASH.mp4,CRASH,J_02_017
P29,2020463806988797-ALL TOGETHER.mp4,ALLTOGETHER,J_01_044
P29,5821596819095434-BURN 1.mp4,BURN,J_02_037
P29,8502184579374021-SPECIALIST.mp4,SPECIALIST,H_01_038
P29,6548086221872007-LOAD.mp4,LOAD1,H_01_055
P29,5745800879033631-SINGLE OUT.mp4,SINGLEOUT,J_01_061
P29,09602747955366131-TICKLE.mp4,TICKLE,H_01_073
P29,04359585105543129-WASH FACE_2.mp4,WASHFACE2,J_01_078
P29,8982141446218659-VIDEOGAME.mp4,VIDEOGAME,H_01_091
P29,36126079988803106-STACK.mp4,STACK3,J_01_096
P29,03646201569063057-BASKETBALL 3.mp4,BASKETBALL2,H_02_004
P29,7827936335594947-MODEL 2.mp4,MODEL1,J_02_005
P29,8585568858544594-SAME TIME.mp4,SAMETIME,H_02_021
P29,45032879855005437-NOT A_THING.mp4,NOTATHING,J_02_088
P29,9006099074294658-OFTEN.mp4,OFTEN,J_02_106
P29,7906090341724674-HOSPITAL 2.mp4,HOSPITAL2,J_02_022
P29,6563121060140031-GREAT.mp4,GREAT,J_03_016
P29,6902111999680189-NOTHING AT_ALL.mp4,NOTHINGATALL,J_03_032
P29,49160554564338343-CALIFORNIA.mp4,CALIFORNIA,H_02_038
P29,6974565737889802-ADMIRE.mp4,ADMIRE,J_03_049
P29,21707778863828664-CARRY.mp4,CARRY,J_02_042
P29,7832964451621007-TWO WEEKS.mp4,TWOWEEKS,J_03_066
P29,21897805575690477-NEXT YEAR.mp4,NEXTYEAR,J_03_083
P29,21077352033279784-GOTCHA.mp4,GOTCHA,H_02_072
P29,6243599448346628-ONCE.mp4,ONCE,J_02_059
P29,8885373708371558-FLIP.mp4,FLIP,H_02_088
P29,7742785225943218-AGAINST.mp4,AGAINST,H_03_003
P29,1358024397611901-WITHOUT.mp4,WITHOUT,H_03_021
P29,5076410991104408-DEAL CARDS.mp4,DEALCARDS,J_02_074
P29,7518326161345625-ROLE.mp4,ROLE,H_03_036
P29,4489564743299299-GRIND.mp4,GRIND,J_02_094
P29,7625159783528883-FILE 2.mp4,FILE3,J_03_102
P29,35186765987046-US.mp4,US,H_03_055
P29,6359371053158351-SEE SEE.mp4,SEESEE,J_03_004
P29,7394024045879728-BASKETBALL 2.mp4,BASKETBALL3,K_01_013
P29,7885523679233719-ARIZONA.mp4,ARIZONA,J_03_022
P29,015954793880964324-MINE.mp4,MINE,K_01_030
P29,43394272664400924-MAINSTREAM.mp4,MAINSTREAM,J_03_037
P29,07263556568701013-SAIL 2.mp4,SAIL2,K_01_048
P29,13464831415859213-HAWAII.mp4,HAWAII,J_03_054
P29,744542254808968-PLUG 2.mp4,PLUG2,K_01_063
P29,07588203589424691-COMMITTEE.mp4,COMMITTEE,J_03_072
P29,06387345707588055-SHOULDER 3.mp4,SHOULDER2,K_01_078
P29,9678897461553015-BLUR.mp4,BLUR,J_03_088
P29,4636672090514724-DROWN 2.mp4,DROWN4,K_01_093
P29,7859631578878876-CRY 2.mp4,CRY2,K_01_003
P29,371015182034689-SHARPEN 3.mp4,SHARPEN2,K_01_109
P29,6910498439236323-BRIDGE 2.mp4,BRIDGE2,K_01_018
P29,8946808215922264-CRUMPLE.mp4,CRUMPLE,K_01_124
P29,7334361432099716-BURY 1.mp4,BURY2,K_02_014
P29,27960221874616864-TIE 2.mp4,TIE2,K_02_029
P29,015567898956021509-HOODIE 1.mp4,HOODIE1,K_02_044
P29,44795022530735484-HIPPO 2.mp4,HIPPO2,K_02_060
P29,47643931744068535-TURKEY 2.mp4,TURKEY2,K_01_036
P29,5794550947424917-CITY 2.mp4,CITY2,K_02_076
P29,5010277506765106-THROW 2.mp4,THROW2,K_01_068
P29,2599743970067203-SPREAD 3.mp4,SPREAD2,K_01_083
P29,8067043321514051-TOW 2.mp4,TOW3,K_01_098
P29,5997073979341387-BURY 3.mp4,BURY3,K_02_093
P29,7367132054973882-AWARD.mp4,AWARD,K_01_114
P29,046273346260010007-STRETCH 1.mp4,STRETCH2,K_02_108
P29,8176197669859617-HOLD 2.mp4,HOLD2,K_02_124
P29,5868430871467714-BANANA 3.mp4,BANANA3,K_03_014
P29,5647008659766286-IDENTITY.mp4,IDENTITY,H_03_071
P29,6957353982650047-DOLPHIN 3.mp4,DOLPHIN3,K_03_032
P29,10383665221864846-SUNRISE.mp4,SUNRISE,H_03_089
P29,5054021790130687-GLOVES 2.mp4,GLOVES4,K_03_049
P29,3532171049708259-ARM 3.mp4,ARM3,K_02_002
P29,5256730063576243-COMB 2.mp4,COMB1,K_03_065
P29,26975330700302846-GROUP.mp4,GROUP,J_01_001
P29,5518169417515644-BITE ON_ARM.mp4,BITEONARM,K_03_082
P29,7670009672885207-CASTLE 3.mp4,CASTLE3,K_02_019
P29,7977438959489984-HAT 2.mp4,HAT2,K_03_099
P29,2506440965617671-SHAVE 5.mp4,SHAVE4,K_03_114
P29,8540220618185643-POPULAR.mp4,POPULAR,J_01_016
P29,452000691919338-DEPARTMENT.mp4,DEPARTMENT,C_02_033
P29,003976329258073674-FORK 2.mp4,FORK1,K_02_050
P29,21538554502406004-WRESTLE.mp4,WRESTLE,J_01_033
P29,19418708628327797-WEAK.mp4,WEAK,C_02_065
P29,9310490531594762-FOUL.mp4,FOUL,J_01_049
P29,09575942354560696-ONE MORE_2.mp4,ONEMORE2,J_01_066
P29,28133724110033875-TWIRL.mp4,TWIRL,J_01_102
P29,6106442656909274-QM.mp4,QM,J_02_011
P29,07198949902745966-POINT INDEX.mp4,POINTINDEX,K_02_083
P29,6351137201850685-SLIP.mp4,SLIP2,J_02_030
P29,9097924340907628-CALL 2.mp4,CALL2,J_02_048
P29,07135310183369259-MEDICINE.mp4,MEDICINE,C_03_040
P29,1286659026807131-MIX 2.mp4,MIX3,K_02_098
P29,8354410716389704-GO.mp4,GO,C_03_056
P29,8918097904871167-SHOOT 2.mp4,SHOOT2,K_02_114
P29,9770218099926105-FORK 3.mp4,FORK2,K_03_003
P29,4230517548202062-TINY.mp4,TINY,K_03_019
P29,7810726744195453-FENCE 2.mp4,FENCE2,K_03_037
P29,7962669167520577-ALL.mp4,ALL,C_03_088
P29,49125219455924984-COINS.mp4,COINS,D_01_018
P29,30569405362330726-ALL OVER.mp4,ALLOVER,J_02_064
P29,6073705551290756-WHISTLE 3.mp4,WHISTLE2,K_03_055
P29,604904578492196-MILK 2.mp4,MILK2,K_03_070
P29,07783966511599671-TRIANGLE.mp4,TRIANGLE,J_02_080
P29,6845486811577493-CAT 3.mp4,CAT3,K_03_087
P29,18103667827392633-GET IN_BED.mp4,GETINBED,J_03_010
P29,39081234356010586-POLICEMAN 2.mp4,POLICEMAN2,K_03_104
P29,5122785657390934-CAKE.mp4,CAKE,D_01_033
P29,2507778202308586-RABBIT 2.mp4,RABBIT2,K_03_119
P29,5727149815299135-PENNY.mp4,PENNY,D_01_049
P29,3784665447840714-COPY.mp4,COPY,D_01_064
P29,49863717504174954-8 HOUR.mp4,8HOUR,C_02_055
P29,75495081449098-COMB.mp4,COMB2,C_02_070
P29,668345731455972-DUCK.mp4,DUCK2,D_01_079
P29,811072606700949-MOUTH.mp4,MOUTH,C_02_087
P29,38795500634440105-PEG.mp4,PEG1,D_02_006
P29,3817632832150144-MEAT.mp4,MEAT1,D_02_022
P29,43267690658067903-VLOG.mp4,VLOG,J_03_027
P29,7739136333401373-REST ALL_DAY.mp4,RESTALLDAY,J_03_043
P29,8624964549220162-BLINDS 2.mp4,BLINDS2,C_03_014
P29,33991419108551324-METAL.mp4,METAL,D_02_037
P29,6538770595189827-CHEER.mp4,CHEER,J_03_060
P29,11237434556691217-GRAMMAR.mp4,GRAMMAR,J_03_078
P29,6319770502956026-RIGHT 3.mp4,RIGHT3,J_03_095
P29,38989136436956806-DOWNLOAD.mp4,DOWNLOAD,C_03_046
P29,31152117599112317-TEACH.mp4,TEACH1,D_02_052
P29,0912960664005491-FINE 2.mp4,FINE2,D_02_067
P29,9950161343921617-VOICE.mp4,VOICE,C_03_061
P29,4657020083869885-HOW.mp4,HOW1,D_02_082
P29,40263784568633487-SWEATER 2.mp4,SWEATER2,K_01_008
P29,7961598536016186-WALK-TIGHTROPE-CL.mp4,WALK-TIGHTROPE-CL,K_01_024
P29,17831982285503667-BABY 2.mp4,BABY2,K_01_042
P29,8664063536301476-MYSELF.mp4,MYSELF,D_03_024
P29,027493243770264852-SLIDE 2.mp4,SLIDE2,K_01_058
P29,5388606307579071-OFFEND.mp4,OFFEND,D_03_039
P29,7778708915073695-SHOCKED.mp4,SHOCKED,D_01_023
P29,26329240696727574-DECORATE 1.mp4,DECORATE1,K_01_073
P29,05125135340637166-LONG LINE.mp4,LONGLINE,D_01_038
P29,0019422810665017387-ENOUGH.mp4,ENOUGH,D_01_084
P29,5642113961182254-UNCLE.mp4,UNCLE,D_02_011
P29,15067350513388145-RHINO 3.mp4,RHINO2,K_01_088
P29,31627793403158555-SKI.mp4,SKI,D_02_027
P29,6261693355174225-HELICOPTER.mp4,HELICOPTER2,D_02_042
P29,4694405770432466-DECIDE 2.mp4,DECIDE2,D_03_057
P29,28146816631029625-PEG 3.mp4,PEG2,K_01_103
P29,6767222222322602-ERUPT 2.mp4,ERUPT2,K_01_119
P29,47124120223305677-VOMIT.mp4,VOMIT,D_02_072
P29,24470074944509967-TOMATO.mp4,TOMATO,D_02_087
P29,21320040658901784-SINCE.mp4,SINCE,D_03_014
P29,17055306593158148-MICROSCOPE 3.mp4,MICROSCOPE2,K_02_008
P29,6865019153776013-BACK.mp4,BACK,D_03_029
P29,9028922930956333-PRETEND.mp4,PRETEND,D_03_062
P29,5811595056288392-WASH 3.mp4,WASH2,K_02_024
P29,0560444634652435-FOREVER.mp4,FOREVER1,D_03_072
P29,32693107913849806-SELECT.mp4,SELECT,D_03_087
P29,6596066179151718-WEIGH.mp4,WEIGH,D_03_077
P29,6283542700936835-COOPERATE.mp4,COOPERATE,E_01_010
P29,3458120989413489-SUSHI.mp4,SUSHI,D_03_092
P29,733923878962389-OFF.mp4,OFF,E_01_027
P29,6206731160948513-STORY 1.mp4,STORY2,E_01_015
P29,8418615900241981-GHOST.mp4,GHOST,E_01_032
P29,5194547684631492-ELEVEN.mp4,ELEVEN,E_01_052
P29,6373577295418003-SLIPPER.mp4,SLIPPER,E_01_062
P29,8470794160699988-BRA 3.mp4,BRA3,K_02_039
P29,9566179217901731-TEACH 2.mp4,TEACH2,K_02_055
P29,8943085679831104-DEFLATE.mp4,DEFLATE,E_01_079
P29,9206616987852299-CLOSE EYES.mp4,CLOSEEYES,E_01_068
P29,32995646645904464-CLOUD 3.mp4,CLOUD4,K_02_071
P29,3175290983210004-CRAWL 2.mp4,CRAWL2,K_02_088
P29,4816372989553519-BULL.mp4,BULL,E_01_098
P29,5584813759783398-TENT.mp4,TENT,E_02_012
P29,7243364496256874-PEEL 3.mp4,PEEL2,K_02_103
P29,8318371918372827-DIG.mp4,DIG,K_02_119
P29,27773919852049667-PASSPORT.mp4,PASSPORT,E_01_103
P29,24422882260639844-DIVIDE.mp4,DIVIDE,E_02_018
P33,8315022055723575-MEETING.mp4,MEETING,C_03_082
P33,49055096151686794-AWAY.mp4,AWAY,F_02_071
P33,9718438967913778-KILL.mp4,KILL,D_01_013
P33,6417802100169052-CANCEL.mp4,CANCEL1,F_03_083
P33,13344240777222005-MIME.mp4,MIME,D_03_019
P33,3291708831874882-GET INFORMATION_OUT_OF.mp4,GETINFORMATIONOUTOF,E_01_057
P33,8221640159025403-EARLY.mp4,EARLY,G_01_018
P33,5537984819397639-BELIEVE 2.mp4,BELIEVE2,G_02_011
P33,009063994499207029-SLED 2.mp4,SLED2,G_02_027
P33,281379736665488-CLOSET 2.mp4,CLOSET2,E_01_091
P33,7410940964377708-PORCUPINE.mp4,PORCUPINE,G_01_033
P33,5927314798021934-EFFECT.mp4,EFFECT,G_02_044
P33,8746541588365899-NOT UNDERSTAND.mp4,NOTUNDERSTAND,G_01_049
P33,9377899064716586-LOVE.mp4,LOVE,G_01_068
P33,6058648865992875-FIT.mp4,FIT,E_02_007
P33,5670905628983753-INNOCENT.mp4,INNOCENT,G_02_062
P33,628588736491889-DAUGHTER.mp4,DAUGHTER,E_02_023
P33,5078790570399312-SAFE.mp4,SAFE,G_01_085
P33,7659557121357645-SOMETIMES.mp4,SOMETIMES,E_02_038
P33,7124932261855448-SUIT.mp4,SUIT,G_01_103
P33,3114676257579576-BLESS.mp4,BLESS,G_02_016
P33,11699917353944511-WINDY.mp4,WINDY,G_02_080
P33,7426465985678312-FINGER.mp4,FINGER,G_02_097
P33,49682105260277565-CATCH.mp4,CATCH3,G_02_033
P33,09916800748241172-FUN.mp4,FUN,E_02_057
P33,4885441598104865-MISS.mp4,MISS,G_02_049
P33,49029699377846314-GATE CLOSE.mp4,GATECLOSE,E_02_073
P33,4517259473367454-HALLOWEEN.mp4,HALLOWEEN1,G_03_011
P33,2388683373216689-THRILLED.mp4,THRILLED,G_02_070
P33,610049012486573-STILL.mp4,STILL,G_02_085
P33,2642410339073036-SHUT OUT.mp4,SHUTOUT,G_03_026
P33,7036076708506829-DINNER.mp4,DINNER1,G_03_044
P33,8437661652540198-RESTLESS.mp4,RESTLESS,E_03_003
P33,22965271489853634-SAVE.mp4,SAVE,G_03_061
P33,7469056292303489-RAISIN.mp4,RAISIN,E_03_019
P33,1648937634377201-MUMMY.mp4,MUMMY,G_03_077
P33,024694429217068103-JOURNEY.mp4,JOURNEY,E_03_037
P33,17387936297132112-DISPATCH.mp4,DISPATCH,G_02_102
P33,2215504926132208-DEDICATE 2.mp4,DEDICATE1,G_03_094
P33,08902981328446358-PLATFORM.mp4,PLATFORM,E_03_070
P33,11077818738004175-TO.mp4,TO,E_03_086
P33,776059509115353-CALCULATOR.mp4,CALCULATOR,E_03_103
P33,019861014139559874-CROWN.mp4,CROWN,F_01_016
P33,9866999618064094-SYSTEM.mp4,SYSTEM,H_01_061
P33,2956570863580994-INSTEAD.mp4,INSTEAD,H_01_079
P33,572706864091769-SHOOTING.mp4,SHOOTING,F_01_049
P33,018856090817386928-LAST WEEK.mp4,LASTWEEK,H_01_098
P33,42730406370701357-EDIT 2.mp4,EDIT2,F_01_068
P33,5598576422084365-RETRIEVE.mp4,RETRIEVE,H_02_028
P33,7227120680694643-MAD.mp4,MAD,F_01_084
P33,859857098832064-HAIRDRESSER.mp4,HAIRDRESSER,G_03_016
P33,8953075518220837-COMMUTE.mp4,COMMUTE,H_02_044
P33,4452736479255144-I LOVE_YOU.mp4,ILOVEYOU,F_01_102
P33,6810929781915647-BEND.mp4,BEND,G_03_031
P33,4746070762266097-AVERAGE.mp4,AVERAGE,G_03_050
P33,297614251796277-IMPRESS.mp4,IMPRESS,F_02_032
